dataset,feature_mode,method,detection_type,k,timestamp,nodes,score,outlier_count
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754505.0,leaf3,12.467062435924749,5
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754507.0,leaf1,110.6606506009473,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754509.0,spine2,10.960535594073699,6
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754510.0,leaf6,2.5236905504845484,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754511.0,leaf1,94.0700802723021,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754513.0,spine2,9.164025117480604,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754514.0,leaf3,8.44811465427325,5
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754516.0,leaf1,79.73228775801049,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754518.0,spine2,7.744850185723425,6
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754519.0,leaf6,2.373156420083885,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754520.0,leaf1,64.43215912534814,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754522.0,spine2,6.535532028136571,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754523.0,leaf3,5.470750620669347,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754525.0,leaf1,57.640850717165016,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754527.0,spine2,5.818299567807735,6
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754528.0,leaf6,1.8159690612491846,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754529.0,leaf1,48.804022245467046,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754530.0,spine4,4.092731058635495,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754531.0,spine2,4.8811975901660265,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754532.0,leaf3,3.3913408201509183,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754534.0,leaf1,41.230461904394105,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754536.0,spine2,4.240588431388109,5
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754537.0,leaf6,1.5831655174548007,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754538.0,leaf1,34.736528266595194,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754539.0,spine4,2.656475077029134,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754540.0,spine2,3.5408951460704094,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754541.0,spine3,2.143595225814068,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754542.0,leaf8,1.516757779941543,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754543.0,leaf1,29.258000199090727,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754545.0,spine2,3.0727482548334977,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754546.0,leaf6,1.2711487664369063,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754547.0,leaf1,24.60672195324412,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754548.0,spine4,1.8645863743032327,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754549.0,spine2,2.535961817458893,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754550.0,spine3,1.3928471003934526,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754552.0,leaf1,20.720605714864487,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754554.0,spine2,2.478566930213525,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754555.0,leaf6,1.1356366193218463,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754556.0,leaf1,15.684117207079485,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754557.0,spine4,1.345236192785648,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754558.0,spine2,2.3109113672238104,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754561.0,leaf1,14.65157250489047,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754563.0,spine2,1.820078465284815,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754565.0,leaf1,12.133343923355115,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754568.0,spine2,1.7199451297970496,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754570.0,leaf1,10.129958648715156,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754572.0,spine2,1.5195957072257444,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754574.0,leaf1,8.333642404543584,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754577.0,spine2,1.291669990600455,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754579.0,leaf1,5.924872070465312,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754583.0,leaf1,5.409216276736587,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754588.0,leaf1,4.579392373487859,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754592.0,leaf1,3.7522958815330902,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754597.0,leaf1,2.97010600851329,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754601.0,leaf1,2.2594237849269065,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754606.0,leaf1,1.742455530381374,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754610.0,leaf1,1.0770384950797296,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754622.0,leaf8,1.128009848990384,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754627.0,leaf8,1.1950950431141882,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754631.0,leaf8,1.2672595779954503,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754654.0,leaf7,1.0075948268778177,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754655.0,spine4,2.5068837660183347,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754658.0,leaf8,2.4834317645697253,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754660.0,spine4,4.13912256752586,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754661.0,leaf6,7.521459230524989,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754662.0,spine3,8.97322943566402,5
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754664.0,spine4,16.470586645325547,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754665.0,leaf5,18.967643993816612,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754666.0,leaf3,18.402693847707955,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754667.0,leaf8,16.418705034046948,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754668.0,spine4,27.79540995897551,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754669.0,leaf1,24.690248468963595,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754670.0,leaf6,18.908010044293864,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754671.0,spine2,25.970405872306443,5
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754672.0,spine4,37.39762210175923,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754674.0,leaf5,31.94324486096997,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754675.0,leaf3,34.03925265517379,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754676.0,spine2,31.000795375142047,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754677.0,spine4,45.69639339451584,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754678.0,leaf1,35.570768504764644,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754679.0,leaf6,29.98187752744819,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754680.0,spine2,41.0788655344994,5
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754681.0,spine4,56.79508441294885,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754683.0,leaf5,39.32087432829031,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754684.0,leaf8,40.71285148851103,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754685.0,spine4,58.63502053925257,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754687.0,leaf5,43.81074123696064,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754688.0,leaf6,37.670702843484065,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754689.0,leaf8,44.8353399797171,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754690.0,spine4,63.99198429986379,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754692.0,leaf1,47.69277323668215,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754693.0,leaf8,51.57514407491813,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754694.0,spine4,68.58698737668945,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754696.0,leaf1,51.08588378478678,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754697.0,leaf6,43.42758452868052,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754698.0,leaf8,51.8644990450007,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754699.0,spine4,72.63163531282675,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754700.0,leaf5,53.608814452170286,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754701.0,leaf1,54.47042102085048,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754702.0,leaf8,55.86795528291111,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754703.0,spine4,78.62881239679966,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754705.0,leaf1,57.376916006226644,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754706.0,leaf3,57.084766821674414,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754707.0,spine1,42.04656074025182,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754708.0,spine4,79.05923323798015,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754709.0,leaf5,58.05732607075351,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754710.0,leaf1,58.286754894002506,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754711.0,leaf8,58.38458057733177,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754712.0,spine4,82.30607938533431,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754714.0,leaf1,60.01061552405363,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754715.0,leaf8,57.96479751149485,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754716.0,spine1,42.13646477241873,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754717.0,spine4,76.1401363129503,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754718.0,leaf5,52.134853638217855,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754719.0,leaf1,51.202427345515574,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754720.0,leaf8,49.35923416471298,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754721.0,spine4,64.47158025803759,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754723.0,leaf5,44.39351818288483,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754724.0,leaf8,37.73216736648071,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754725.0,spine1,30.097920549090674,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754726.0,spine4,54.577792752816194,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754727.0,leaf5,37.69998332644552,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754728.0,leaf1,31.684983196492926,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754729.0,leaf8,35.710760217394906,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754730.0,spine4,46.00314492086299,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754732.0,leaf5,31.797609747751228,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754733.0,leaf8,30.461317238303334,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754734.0,spine3,21.13716445246407,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754735.0,spine4,38.82334718825305,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754736.0,leaf5,26.219918603773895,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754737.0,leaf1,23.68643814057493,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754738.0,leaf8,25.76104552179993,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754739.0,spine4,32.84453559053841,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754740.0,leaf5,22.853044541446884,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754741.0,leaf1,22.31581964738115,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754742.0,leaf8,21.917363708825473,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754743.0,spine1,13.620475425677805,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754744.0,spine4,27.614626572466882,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754745.0,leaf5,19.36029007392928,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754746.0,leaf1,18.905342027269267,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754747.0,leaf3,18.50299973439714,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754748.0,spine4,23.539307624554116,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754749.0,leaf5,16.290916192012663,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754750.0,leaf1,16.04349396844159,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754751.0,leaf8,15.751360494395676,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754752.0,spine1,10.749318948958097,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754753.0,spine4,19.82922997619832,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754754.0,leaf5,13.78523829488696,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754755.0,leaf1,13.454678142161473,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754756.0,leaf3,13.329327877547058,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754757.0,spine4,16.604830528451018,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754758.0,leaf5,11.404598633041585,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754759.0,leaf1,10.089580079161735,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754760.0,leaf8,11.58272896846026,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754761.0,spine1,7.48292889255463,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754762.0,spine4,13.921060281120072,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754763.0,leaf5,8.09353640668559,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754764.0,leaf8,9.979765972148488,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754766.0,spine4,11.590939946767454,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754767.0,leaf5,7.916019604385964,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754768.0,leaf1,7.875882243183245,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754769.0,leaf8,8.57923974502019,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754770.0,spine1,5.193342441860129,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754771.0,spine4,8.701008259604913,3
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754772.0,leaf5,6.7655023778273655,2
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754773.0,leaf8,6.984374274146684,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754775.0,spine4,7.366799897617162,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754776.0,leaf5,5.575545646154577,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754777.0,leaf8,6.494404390177955,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754778.0,leaf3,5.89364543924139,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754779.0,spine1,3.507942989838819,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754780.0,spine4,7.0502373141916825,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754781.0,leaf2,2.846633217826325,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754782.0,leaf8,5.400896659028631,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754784.0,spine4,5.949398107728837,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754785.0,leaf5,3.4153544540733956,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754786.0,leaf8,4.430494077610303,4
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754787.0,leaf3,4.119995587738371,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754788.0,spine1,2.1643452852206795,1
bgpclear_first,CompleteFeatures,DBSCAN,spatial,1,1498754789.0,spine4,4.889073585742682,4
